Station,Date,lat,lon,Pressure,Temperature,Conductivity,Turbidity,Oxygen,PAR,BeamTransmission,Fluorescence,Salinity
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,95,12.8158,4.165706,1.00E-36,4.93517,1.00E-12,88.5363,0.2123,35.7948
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,95.5,12.8119,4.165272,-3.09E-35,4.93154,1.00E-12,88.5346,0.2289,35.7941
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,96,12.8069,4.164724,3.28E-33,4.93484,1.00E-12,88.5233,0.2236,35.7933
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,96.5,12.8004,4.164011,-6.07E-31,4.93206,1.00E-12,88.5464,0.2275,35.7924
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,97,12.7935,4.163243,1.19E-28,4.92734,1.00E-12,88.5245,0.2157,35.7914
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,97.5,12.7871,4.162533,-2.14E-26,4.92619,1.00E-12,88.4272,0.2269,35.7905
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,98,12.7813,4.161895,-1.66E-24,4.9272,1.00E-12,88.5266,0.2416,35.7896
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,98.5,12.7753,4.161226,2.64E-22,4.93096,1.00E-12,88.5141,0.2291,35.7887
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,99,12.7679,4.160415,1.27E-19,4.93654,1.00E-12,88.526,0.2281,35.7876
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,99.5,12.7621,4.159778,-2.72E-17,4.94037,1.00E-12,88.5332,0.2153,35.7868
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,100,12.7566,4.159186,5.42E-15,4.9427,1.00E-12,88.5261,0.2364,35.7861
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,100.5,12.753,4.158787,3.98E-13,4.94372,1.00E-12,88.5191,0.2244,35.7854
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,101,12.7503,4.158494,-1.21E-11,4.94544,1.00E-12,88.5288,0.2299,35.785
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,101.5,12.7479,4.158243,2.88E-10,4.94489,1.00E-12,88.5121,0.2166,35.7847
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,102,12.7456,4.157997,-7.68E-09,4.94815,1.00E-12,88.5167,0.2361,35.7843
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,102.5,12.7437,4.157798,1.20E-07,4.9473,1.00E-12,88.5232,0.2216,35.784
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,103,12.7417,4.15759,9.64E-09,4.94481,1.00E-12,88.518,0.2227,35.7836
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,103.5,12.7398,4.157398,-0.001,4.94458,1.00E-12,88.5274,0.2228,35.7833
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,104,12.7382,4.157231,0.045,4.93818,1.00E-12,88.4865,0.2236,35.783
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,104.5,12.7365,4.157066,0.467,4.93672,1.00E-12,88.4433,0.2336,35.7828
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,105,12.735,4.156912,0.04,4.9425,1.00E-12,88.4931,0.2272,35.7826
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,105.5,12.732,4.156627,0.001,4.9486,1.00E-12,88.4511,0.2171,35.7824
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,106,12.7289,4.156309,0,4.94758,1.00E-12,88.5334,0.2204,35.7821
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,106.5,12.7261,4.156017,-1.52E-11,4.94375,1.00E-12,88.527,0.2361,35.7817
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,107,12.7235,4.155737,3.78E-13,4.94269,1.00E-12,88.5038,0.2265,35.7813
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,107.5,12.7209,4.155467,-1.05E-14,4.94082,1.00E-12,88.5156,0.2282,35.7809
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,108,12.7183,4.155187,3.59E-17,4.94037,1.00E-12,88.5334,0.2238,35.7804
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,108.5,12.7156,4.154894,-6.45E-18,4.93929,1.00E-12,88.5178,0.2268,35.78
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,109,12.7126,4.154581,-4.94E-19,4.93633,1.00E-12,88.5081,0.2086,35.7796
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,109.5,12.7088,4.154172,-1.70E-20,4.93651,1.00E-12,88.503,0.2224,35.779
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,110,12.7043,4.153678,2.58E-21,4.93662,1.00E-12,88.5076,0.2194,35.7784
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,110.5,12.6994,4.153153,5.26E-24,4.93485,1.00E-12,88.5282,0.2346,35.7777
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,111,12.6945,4.152615,-1.67E-25,4.93321,1.00E-12,88.5226,0.2258,35.777
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,111.5,12.6878,4.151883,-1.80E-26,4.93497,1.00E-12,88.5244,0.231,35.7761
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,112,12.6757,4.150564,-4.05E-30,4.93389,1.00E-12,88.5025,0.2268,35.7746
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,112.5,12.6654,4.149446,2.73E-32,4.9316,1.00E-12,88.439,0.2235,35.7734
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,113,12.6614,4.149012,1.72E-38,4.92951,1.00E-12,88.4512,0.2326,35.7729
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,113.5,12.6583,4.148677,-4.36E-40,4.92485,1.00E-12,88.4232,0.2155,35.7724
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,114,12.6553,4.148361,3.07E-42,4.92063,1.00E-12,88.4255,0.2313,35.7718
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,114.5,12.6523,4.14804,1.44E-43,4.91521,1.00E-12,88.4368,0.2209,35.7714
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,115,12.6492,4.147705,-4.06E-45,4.91109,1.00E-12,88.4236,0.2266,35.7709
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,115.5,12.6456,4.147322,-4.69E-47,4.9052,1.00E-12,88.3522,0.2266,35.7704
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,116,12.6414,4.14687,-1.99E-47,4.90334,1.00E-12,88.3021,0.2384,35.7698
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,116.5,12.637,4.146392,-1.99E-49,4.90036,1.00E-12,88.2701,0.2253,35.7692
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,117,12.6323,4.145882,-8.19E-49,4.89658,1.00E-12,88.2589,0.2311,35.7686
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,117.5,12.6266,4.145268,9.56E-47,4.89281,1.00E-12,88.2908,0.2335,35.7678
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,118,12.6197,4.144518,-1.81E-44,4.88584,1.00E-12,88.28,0.2402,35.7669
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,118.5,12.6122,4.143702,-8.06E-42,4.87982,1.00E-12,88.3113,0.2347,35.7659
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,119,12.6047,4.142881,1.84E-39,4.87781,1.00E-12,88.2677,0.2337,35.7649
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,119.5,12.5959,4.141921,4.82E-36,4.87649,1.00E-12,88.2678,0.2303,35.7637
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,120,12.5874,4.140992,-1.41E-33,4.87055,1.00E-12,88.269,0.2187,35.7627
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,120.5,12.581,4.140296,2.58E-31,4.86234,1.00E-12,88.2585,0.2356,35.7618
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,121,12.5754,4.139686,1.96E-29,4.85358,1.00E-12,88.2245,0.2313,35.7611
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,121.5,12.5708,4.139196,-6.09E-28,4.84813,1.00E-12,88.1955,0.2366,35.7604
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,122,12.5666,4.138738,1.48E-26,4.84492,1.00E-12,88.1679,0.2333,35.7598
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,122.5,12.5624,4.138281,-3.56E-25,4.83733,1.00E-12,88.0959,0.2399,35.7592
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,123,12.5577,4.137772,-1.60E-23,4.82733,1.00E-12,88.0438,0.2325,35.7585
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,123.5,12.552,4.137169,-1.04E-21,4.81305,1.00E-12,88.0257,0.2407,35.7578
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,124,12.5456,4.136473,-7.71E-20,4.80079,1.00E-12,88.0334,0.237,35.757
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,124.5,12.5391,4.135764,1.21E-17,4.78674,1.00E-12,88.0023,0.234,35.7562
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,125,12.5329,4.135098,-2.07E-15,4.77362,1.00E-12,87.9045,0.2523,35.7553
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,125.5,12.5267,4.134421,3.80E-13,4.76484,1.00E-12,87.8133,0.2454,35.7545
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,126,12.5192,4.133605,-4.11E-10,4.75965,1.00E-12,87.7782,0.2486,35.7535
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,126.5,12.5091,4.1325,6.99E-08,4.75982,1.00E-12,87.74,0.2498,35.7522
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,127,12.5003,4.131542,0,4.75936,1.00E-12,87.7095,0.2533,35.7511
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,127.5,12.4942,4.130871,-0.014,4.75715,1.00E-12,87.73,0.2526,35.7502
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,128,12.4892,4.130337,0.412,4.75183,1.00E-12,87.7215,0.2377,35.7495
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,128.5,12.4848,4.129855,1.518,4.74888,1.00E-12,87.7329,0.2432,35.7488
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,129,12.4797,4.129299,0.001,4.74419,1.00E-12,87.7462,0.2339,35.7481
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,129.5,12.474,4.128678,0.016,4.73576,1.00E-12,87.7042,0.2337,35.7473
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,130,12.4684,4.128061,0,4.72906,1.00E-12,87.5724,0.2438,35.7464
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,130.5,12.4628,4.127446,0,4.72296,1.00E-12,87.4901,0.2416,35.7456
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,131,12.4564,4.126742,1.34E-07,4.71777,1.00E-12,87.2992,0.2413,35.7446
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,131.5,12.4484,4.12586,4.38E-09,4.71136,1.00E-12,87.1009,0.2528,35.7435
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,132,12.4395,4.124882,8.16E-11,4.71325,1.00E-12,86.9145,0.2374,35.7423
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,132.5,12.4283,4.123658,-9.37E-14,4.71069,1.00E-12,86.8065,0.249,35.7409
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,133,12.4196,4.122707,-6.82E-17,4.70591,1.00E-12,86.7368,0.2594,35.7397
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,133.5,12.4137,4.12207,-1.66E-16,4.70645,1.00E-12,86.6654,0.2504,35.739
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,134,12.4092,4.121585,-1.20E-14,4.7099,1.00E-12,86.5709,0.2478,35.7383
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,134.5,12.4046,4.121093,4.39E-13,4.71024,1.00E-12,86.4628,0.2433,35.7377
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,135,12.3999,4.120591,2.27E-11,4.70679,1.00E-12,86.4422,0.2517,35.7371
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,135.5,12.3954,4.120105,1.36E-09,4.70277,1.00E-12,86.3574,0.2376,35.7364
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,136,12.3916,4.1197,-3.77E-08,4.69653,1.00E-12,86.2596,0.2338,35.7359
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,136.5,12.3879,4.119299,1.25E-07,4.69598,1.00E-12,86.1,0.2306,35.7353
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,137,12.3841,4.118884,2.45E-08,4.69622,1.00E-12,85.9494,0.2333,35.7347
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,137.5,12.38,4.118456,0,4.69411,1.00E-12,85.7474,0.2437,35.7342
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,138,12.3752,4.117936,0.027,4.69179,1.00E-12,85.5828,0.2377,35.7335
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,138.5,12.3706,4.117438,0.102,4.68892,1.00E-12,85.2747,0.2438,35.7328
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,139,12.3649,4.116819,0.01,4.68478,1.00E-12,85.1022,0.2403,35.7321
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,139.5,12.3582,4.116107,0.23,4.68043,1.00E-12,84.8923,0.2425,35.7313
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,140,12.3542,4.115686,-0.022,4.67861,1.00E-12,84.525,0.2473,35.7309
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,140.5,12.3525,4.115518,0.309,4.67616,1.00E-12,84.4287,0.2426,35.7306
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,141,12.3514,4.115415,0.306,4.6726,1.00E-12,84.3596,0.234,35.7304
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,141.5,12.3506,4.11534,0.326,4.67075,1.00E-12,84.3417,0.2228,35.7302
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,142,12.35,4.115285,0.212,4.66784,1.00E-12,84.3442,0.2445,35.7301
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,142.5,12.3496,4.115243,0.378,4.66293,1.00E-12,84.1867,0.2412,35.7299
Cs4,Jul 27 2010 15:46:05,42.1,-9.16666667,143,12.3499,4.115279,0.298,4.66408,1.00E-12,84.4215,0.214,35.7298
Cs5,Jul 27 2010 15:12:57,42.1,-9.25,0.5,16.4316,4.51805,0.614,6.22988,7.60E+01,74.2719,1.301,35.7507
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,1,16.4248,4.517221,0.56,6.28136,6.14E+01,74.4817,1.2512,35.7493
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,1.5,16.28,4.502806,0.53,6.28888,5.72E+01,74.2908,1.245,35.7511
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,2,16.1314,4.488013,0.406,6.26794,5.40E+01,74.3528,1.292,35.7528
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,2.5,16.0081,4.475736,0.519,6.27034,5.15E+01,73.856,1.2444,35.7541
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,3,15.8999,4.464948,0.614,6.28209,4.95E+01,73.6419,1.4015,35.7551
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,3.5,15.7904,4.454022,0.503,6.28962,4.79E+01,73.3806,1.6091,35.7558
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,4,15.6735,4.44234,0.714,6.29906,4.63E+01,73.0413,1.8778,35.7564
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,4.5,15.5708,4.43204,0.552,6.30764,4.49E+01,73.0701,1.9165,35.7566
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,5,15.501,4.425,0.597,6.32418,4.35E+01,73.0047,2.6527,35.7562
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,5.5,15.4671,4.421507,0.62,6.32938,4.23E+01,71.0311,3.0181,35.7552
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,6,15.4539,4.42012,0.48,6.32864,4.13E+01,71.6878,3.1995,35.7544
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,6.5,15.4419,4.418859,0.605,6.33079,4.03E+01,71.7915,3.466,35.7538
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,7,15.4304,4.417684,0.611,6.34344,3.90E+01,71.7084,3.6276,35.7533
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,7.5,15.4184,4.416468,0.611,6.35779,3.75E+01,71.7189,3.9495,35.753
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,8,15.4074,4.415384,0.611,6.35488,3.58E+01,72.024,3.9305,35.753
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,8.5,15.3973,4.414418,0.611,6.33467,3.40E+01,72.1561,3.6854,35.7533
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,9,15.3892,4.413677,0.708,6.31967,3.24E+01,72.46,4.317,35.7537
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,9.5,15.3828,4.413118,0.634,6.30815,3.09E+01,72.9831,4.2725,35.7543
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,10,15.3766,4.412615,0.511,6.29858,2.94E+01,72.7197,4.1198,35.7551
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,10.5,15.3714,4.412211,0.603,6.2899,2.79E+01,72.4883,4.2033,35.756
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,11,15.3665,4.411847,0.611,6.27852,2.65E+01,72.1493,4.2756,35.757
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,11.5,15.361,4.411432,0.618,6.25896,2.51E+01,72.1259,4.3474,35.758
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,12,15.3558,4.411025,0.471,6.23781,2.38E+01,72.4218,4.4028,35.7589
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,12.5,15.35,4.410559,0.617,6.2159,2.25E+01,72.7331,4.7749,35.7597
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,13,15.3447,4.410117,0.769,6.19406,2.14E+01,72.261,4.4699,35.7604
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,13.5,15.3395,4.40968,0.603,6.17069,2.03E+01,72.5974,4.751,35.7609
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,14,15.3341,4.409209,0.611,6.15065,1.93E+01,72.4599,4.7792,35.7614
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,14.5,15.3275,4.408631,0.618,6.12307,1.81E+01,73.1756,5.0197,35.762
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,15,15.3191,4.407889,0.5,6.0906,1.66E+01,73.6698,4.9869,35.7626
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,15.5,15.3103,4.407086,0.691,6.06359,1.51E+01,73.4984,5.404,35.7632
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,16,15.3019,4.40632,0.588,6.04488,1.39E+01,73.532,5.922,35.7636
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,16.5,15.2938,4.405559,0.526,6.02826,1.27E+01,73.9936,5.3806,35.7639
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,17,15.2864,4.404863,0.602,6.00889,1.17E+01,74.9333,5.4937,35.7642
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,17.5,15.2797,4.404242,0.467,5.9909,1.09E+01,75.1268,4.9001,35.7644
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,18,15.2725,4.403578,0.461,5.97331,1.01E+01,75.0234,5.0176,35.7648
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,18.5,15.2625,4.402703,0.708,5.9566,9.20E+00,74.9935,5.3207,35.7657
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,19,15.2473,4.4014,0.382,5.94031,8.12E+00,75.5765,6.8281,35.7676
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,19.5,15.2333,4.40021,0.238,5.92421,7.39E+00,73.5426,5.6473,35.7693
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,20,15.2209,4.399163,0.374,5.90244,6.87E+00,74.797,5.5869,35.7709
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,20.5,15.208,4.398066,0.485,5.87355,6.41E+00,75.2518,5.2988,35.7725
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,21,15.195,4.39696,0.636,5.83078,6.00E+00,75.5585,5.1589,35.7741
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,21.5,15.1823,4.395868,0.445,5.78793,5.65E+00,76.5891,5.1434,35.7756
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,22,15.1694,4.394762,0.607,5.75354,5.32E+00,76.7877,4.9391,35.7771
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,22.5,15.1562,4.393617,0.583,5.72226,5.01E+00,78.1926,4.2669,35.7785
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,23,15.1421,4.392382,-0.013,5.69809,4.71E+00,79.0466,3.8367,35.7799
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,23.5,15.1262,4.390969,0.003,5.6749,4.42E+00,79.0934,3.347,35.7814
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,24,15.1055,4.389103,0.25,5.65407,4.11E+00,79.546,3.2448,35.7831
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,24.5,15.0624,4.385121,0.24,5.62256,3.65E+00,80.6654,2.7506,35.786
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,25,14.9753,4.3769,0.318,5.5636,3.02E+00,81.4062,3.0709,35.7905
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,25.5,14.9384,4.373386,0.005,5.53371,2.87E+00,80.2758,2.7227,35.792
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,26,14.9019,4.369918,0,5.4995,2.72E+00,81.4855,2.4753,35.7935
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,26.5,14.8714,4.367015,-0.002,5.46895,2.61E+00,81.4885,2.5568,35.7947
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,27,14.8436,4.364369,0.037,5.44934,2.50E+00,81.968,2.3112,35.7959
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,27.5,14.8167,4.361816,0.168,5.42701,2.40E+00,82.2224,2.2247,35.7969
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,28,14.789,4.359196,0.006,5.40951,2.31E+00,82.633,2.2587,35.7981
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,28.5,14.7618,4.356627,-0.001,5.39139,2.21E+00,82.6408,1.9098,35.7993
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,29,14.7332,4.353921,0.036,5.37451,2.11E+00,83.2165,1.7702,35.8005
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,29.5,14.7052,4.351277,0.13,5.3615,2.01E+00,83.6914,1.5064,35.8018
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,30,14.676,4.348521,0.003,5.34884,1.90E+00,83.8976,1.5601,35.8031
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,30.5,14.6415,4.345259,0,5.33815,1.78E+00,84.0607,1.412,35.8047
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,31,14.5646,4.337991,0.084,5.32055,1.51E+00,84.1196,1.5316,35.8084
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,31.5,14.5249,4.334257,0.024,5.31403,1.38E+00,83.9271,1.4502,35.8103
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,32,14.5011,4.332029,-0.001,5.29817,1.32E+00,83.985,1.5962,35.8116
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,32.5,14.479,4.329974,0,5.28536,1.27E+00,83.7047,1.5314,35.8128
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,33,14.4619,4.328399,4.02E-07,5.27516,1.23E+00,83.8792,1.4975,35.8138
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,33.5,14.4437,4.326711,3.85E-09,5.26374,1.19E+00,83.902,1.4223,35.8149
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,34,14.4242,4.324923,0,5.24926,1.14E+00,83.9972,1.4109,35.8161
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,34.5,14.4048,4.323145,-0.002,5.23825,1.10E+00,84.3162,1.2948,35.8174
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,35,14.3848,4.321319,0.034,5.22533,1.06E+00,84.4814,1.27,35.8187
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,35.5,14.3624,4.319269,0.123,5.21153,1.01E+00,84.6893,1.2909,35.8203
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,36,14.3341,4.316697,0.017,5.20168,9.60E-01,84.8357,1.3101,35.8224
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,36.5,14.2832,4.312062,0,5.19641,8.81E-01,84.9165,1.3281,35.8264
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,37,14.2056,4.304939,3.61E-08,5.18146,7.92E-01,85.155,1.2991,35.832
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,37.5,14.1387,4.298733,-0.001,5.15125,7.34E-01,85.2296,1.214,35.8362
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,38,14.0979,4.294917,0.038,5.13779,7.05E-01,85.2754,1.2032,35.8383
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,38.5,14.0592,4.291269,0.136,5.12644,6.80E-01,85.3821,1.1434,35.84
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,39,14.013,4.286899,-0.004,5.10185,6.52E-01,85.479,1.117,35.8421
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,39.5,13.9611,4.281977,0,5.08023,6.23E-01,85.688,1.0755,35.8443
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,40,13.9082,4.276957,2.20E-07,5.05657,5.94E-01,85.8574,1.0427,35.8464
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,40.5,13.8594,4.272316,5.66E-09,5.03942,5.69E-01,86.1437,0.9768,35.8482
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,41,13.8107,4.267678,-6.77E-11,5.02753,5.44E-01,86.2887,0.9213,35.8499
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,41.5,13.7668,4.263486,1.57E-12,5.01586,5.22E-01,86.3825,0.9223,35.8514
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,42,13.7178,4.2588,7.78E-15,5.00311,4.97E-01,86.6005,0.8683,35.853
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,42.5,13.6662,4.253857,1.17E-15,4.99007,4.70E-01,86.6804,0.9454,35.8546
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,43,13.6123,4.248679,5.94E-18,4.97455,4.41E-01,86.7731,0.8809,35.8561
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,43.5,13.5753,4.245124,5.88E-20,4.9609,4.18E-01,85.6728,0.9018,35.8571
Cs5,Jul 27 2010 15:46:05,42.1,-9.25,44,13.544,4.242132,3.93E-23,4.95137,3.97E-01,86.9224,0.7883,35.858
